StudyID,Authors,observations,Fever_37.3up,Fever_38up,Fever_39up,Fever,Cough,Sputumproduction,Sorethroat,Myalgia,Fatigue,Shortnessofbreath,Dyspnea,Headache,Nausea,Diarrhea,setting,Ethics,Date_first_time,Date_last,control_number,age_mean,age_median
426-107,Almoosa et al.,10,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Case Series,Saudi  Arabia,2020/6/1,2020/7/30,NA,7.6,NA
426-108,Alsharrah et al.,134,NA,NA,NA,75,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Kuwait,2020/2/29,2020/4/30,NA,NA,8.8
426-110,Bayesheva et al.,650,NA,NA,NA,59,96,NA,83,7,NA,NA,12,NA,NA,13,Cohort,Kazakhstan,2020/3/6,2020/6/11,NA,7.1,NA
426-112,Bustos-Cordova et al.,50,NA,NA,NA,35,18,NA,12,7,9,10,NA,11,NA,11,Cohort,Mexico,2020/4/1,2020/7/31,NA,9,NA
426-113,Colomer et al.,26,NA,NA,NA,13,6,NA,NA,NA,NA,4,NA,NA,NA,1,Cohort,Spain,2020/4/3,2020/5/18,NA,NA,17
426-114,Storch-de-Gracia et al.,39,32,32,NA,32,20,NA,NA,NA,NA,17,9,7,NA,14,Cohort,Spain,2020/3/1,2020/4/30,NA,NA,9
426-115,Dhanalakshmi et al.,19,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Cohort,Indian,2020/5/4,2020/7/8,NA,NA,6
426-119,Kalamdani et al.,12,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,India,2020/4/1,2020/5/31,NA,NA,NA
426-120,Lima-Setta et al.,56,NA,NA,NA,56,16,NA,NA,NA,NA,14,9,NA,NA,30,Cohort,Brazil,2020/3/25,2020/8/23,NA,NA,6.2
426-121,Montoya et al.,69,NA,NA,NA,46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Peru,2020/3/6,2020/7/7,NA,NA,6
426-122,?nal et al.,37,NA,NA,NA,26,28,NA,10,NA,18,NA,13,11,NA,4,Cohort,Turkey,2020/3/1,2020/5/1,NA,NA,10
426-123,Rabha et al.,115,NA,NA,NA,79,59,NA,11,11,NA,16,16,23,20,15,Cohort,Brazil,2020/3/1,2020/6/30,NA,NA,2
426-124,Sethuraman et al.,34,NA,NA,NA,30,NA,NA,9,NA,NA,NA,NA,NA,NA,13,Cohort,USA,2020/4/16,2020/7/7,NA,NA,6
426-125,Shahbaznejad et al.,10,NA,NA,NA,10,2,NA,NA,2,1,NA,1,1,1,4,Case Series,Iran,2020/3/28,2020/6/24,NA,5.37,NA
426-26,Chen et al.,61,NA,NA,NA,45,16,NA,NA,NA,24,NA,NA,NA,NA,NA,Cohort,China,2020/1/25,2020/2/25,NA,39.9,NA
426-40,Rahimzadeh et al.,9,9,8,NA,9,9,NA,NA,NA,NA,9,NA,NA,NA,NA,Case Series,Iran,NA,NA,NA,4.89,NA
426-49,Chao et al.,46,NA,NA,NA,27,28,NA,NA,NA,NA,22,NA,NA,NA,NA,Cohort,USA,2020/3/15,2020/4/13,NA,NA,13.1
426-54,Cabrero-Hern?ndez et al.,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Case Series,Spain,NA,NA,NA,10.6,NA
426-61,Parri et al.,170,NA,NA,18,NA,73,NA,10,NA,25,NA,14,8,12,19,Cohort,Italy,2020/3/3,2020/5/2,NA,NA,3.75
426-67,Parri et al.,100,NA,39,11,54,44,NA,4,NA,9,11,NA,4,NA,9,Cohort,Italy,2020/3/3,2020/3/27,NA,NA,3.3
426-68,Abdel-Mannan et al.,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Case Series,UK,2020/3/1,2020/5/8,NA,NA,12
426-69,Banerjee et al.,41,NA,NA,NA,9,5,NA,NA,NA,NA,13,NA,NA,NA,2,Cohort,India,2020/3/1,2020/6/30,NA,NA,1
426-70,Bhumbra et al.,19,NA,NA,NA,12,5,NA,2,NA,NA,NA,12,NA,NA,NA,Cohort,USA,2020/2/26,2020/5/4,NA,NA,5
426-71,Bisogno et al.,29,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Cohort,Italy,2020/2/23,2020/5/30,NA,NA,7
2_104,"G. Ye,  et al.",5,NA,NA,NA,4,1,NA,1,NA,5,NA,NA,NA,NA,NA,Case Series,China,2020/1/8,2020/2/10,NA,NA,NA
2_109,"M. Q. Zhang, et al.",9,NA,NA,NA,8,5,NA,NA,NA,4,NA,NA,NA,NA,NA,Cohort,China,2020/1/18,2020/2/3,NA,NA,36
2_11,"C. Chen,  et al.",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/19,2020/2/13,NA,NA,51
2_113,"D. Zhao,  et al.",19,NA,NA,NA,15,9,NA,4,NA,2,NA,NA,2,NA,1,Cohort,China,2020/1/23,2020/2/5,NA,NA,48
2_14,"L. Chen,  et al.",29,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,NA,NA,NA,NA,56
2_17,"J. L. Cheng,  et al.",605,NA,NA,NA,553,110,NA,24,NA,NA,NA,NA,21,NA,NA,Cohort,China,NA,2020/2/19,NA,NA,46
2_25,"X. C. Dong, et al.",135,NA,NA,NA,106,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,NA,NA,NA,48.62,NA
2_31,"P. Gautret, et al.",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Series,France,NA,NA,NA,47,NA
2_35,"Q. Guan, et al.",8,8,3,1,8,2,3,1,3,4,NA,NA,2,NA,3,Case Series,China,NA,NA,NA,53.43,NA
2_41,"X. W. He, et al.",54,NA,NA,NA,28,14,NA,NA,8,NA,10,NA,NA,NA,2,Cohort,China,2020/2/3,2020/3/24,NA,68,NA
2_55,"Y. Y. Li, et al.",31,NA,NA,NA,25,25,16,7,13,19,10,10,8,5,3,Cohort,China,2020/1/1,2020/2/28,NA,54,NA
2_56,"J. Lian, et al.",788,636,314,66,636,506,265,111,91,139,37,NA,75,NA,88,Cohort,China,2020/1/17,2020/2/12,NA,41.15,NA
2_59,"K. Liu, et al.",56,NA,NA,NA,44,NA,21,NA,NA,5,4,NA,NA,NA,NA,Cohort,China,2020/1/15,2020/2/18,NA,68,NA
2_60,"M. Liu, et al.",30,NA,NA,NA,23,25,NA,NA,21,NA,14,NA,16,NA,9,Cohort,China,2020/1/10,2020/1/31,NA,NA,35
2_67,"G. Qian, et al.",7,NA,NA,NA,4,2,NA,NA,NA,2,NA,NA,1,NA,NA,Case Series,China,2020/1/19,2020/2/11,NA,57.5,NA
2_68,"G. Q. Qian, et al.",91,63,37,3,65,55,NA,NA,5,40,10,3,7,11,21,Case Series,China,2020/1/20,2020/2/11,NA,50,NA
2_74,"S. Shi, et al.",416,NA,NA,NA,334,144,23,12,19,55,117,NA,9,NA,16,Cohort,China,2020/1/20,2020/2/10,NA,NA,64
2_78,"G. Spiteri, et al.",38,NA,NA,NA,20,14,NA,2,NA,NA,2,NA,6,NA,NA,Cohort,Europe,2020/1/24,2020/2/21,NA,NA,42
2_79,"Q. Sun, et al.",5,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,Case Series,China,2020/1/17,2020/1/29,NA,NA,45
2_84,"Z. D. Tong, et al.",6,NA,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,Case Series,China,2020/1/4,2020/1/31,NA,23,NA
2_89,"Y. Wang, et al.",55,7,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/11,2020/2/29,NA,NA,49
2_9,"J. F. Chan, et al.",5,NA,NA,NA,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,Case Series,China,2019/12/26,2020/1/15,NA,NA,50
1000-36,"Liu C, et al.",32,NA,NA,NA,25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/23,2020/2/8,NA,38.5,NA
1000-4,"Cai S, et al.",12,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/20,2020/2/10,NA,65,NA
1000-43,"Zhu Z, et al.",12,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2019/12/1,2020/2/15,NA,52,NA
1000-46,"Lan L, et al.",4,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Series,China,2020/1/1,2020/2/15,NA,NA,NA
1001-18,"Li Y, et al.",51,NA,NA,NA,46,1,NA,NA,NA,3,NA,NA,NA,NA,NA,Cohort,China,2020/1/23,2020/1/29,NA,58,NA
1001-21,"Wang J, et al. ",52,NA,NA,NA,47,24,NA,NA,38,18,NA,NA,15,NA,NA,Cohort,China,2020/1/19,2020/2/3,NA,44,NA
1001-24,"Sun WW, et al. ",149,NA,NA,NA,115,63,NA,24,10,14,NA,NA,NA,NA,7,Cohort,China,2020/1/8,2020/2/7,NA,48,NA
1001-41,"Lu XF, et al. ",141,NA,NA,NA,139,106,41,NA,NA,NA,NA,NA,11,NA,4,Cohort,China,2020/1/20,2020/1/28,NA,NA,49
1099-21,"Hu, L., et al. ",323,189,84,17,271,164,NA,NA,NA,NA,NA,14,3,1,NA,Cohort,China,2020/1/8,2020/2/20,NA,NA,61
1099-27,"Shao, F., et al.",136,NA,NA,NA,52,71,48,NA,82,66,102,NA,9,14,27,Cohort,China,2020/1/15,2020/2/25,NA,69,NA
1099-30,"Yao, Q., et al.",108,78,44,10,80,84,NA,NA,28,NA,NA,15,10,NA,8,Cohort,China,2020/1/30,2020/2/11,NA,NA,52
110_21,"Wu J,  et al.",80,NA,NA,NA,63,51,NA,11,18,NA,30,NA,13,1,1,Cohort,China,2020/1/22,2020/2/14,NA,46.1,NA
1102-1,"Lin M,  et al.",135,NA,65,NA,65,111,NA,40,NA,23,NA,NA,NA,14,14,Cohort,American,2020/1/20,2020/2/19,NA,NA,28
1102-32,"Liu J, et al.",61,60,39,5,60,39,27,10,NA,35,7,3,21,5,6,Cohort,China,2020/1/13,2020/1/31,NA,NA,40
1111-9,"Cai Q, et al. ",298,NA,NA,NA,218,105,NA,2,NA,13,NA,NA,5,NA,9,Cohort,China,2020/1/11,2020/2/6,NA,NA,47.5
1116-1,"CDC COVID-19 Response Team, et al.",291,NA,NA,NA,163,158,NA,71,66,NA,39,NA,81,31,37,Cohort,American,2020/2/12,2020/4/2,NA,NA,NA
1116-1,"CDC COVID-19 Response Team, et al.",10944,NA,NA,NA,7794,8775,NA,3795,6713,NA,4674,NA,6335,1746,3353,Cohort,American,2020/2/12,2020/4/2,NA,NA,NA
V1_120,Xia et al. 2020,20,12,NA,NA,12,13,NA,1,NA,1,NA,NA,NA,NA,3,Cohort,Chinese,2020/1/23,2020/2/8,NA,NA,NA
V1_129,Li et al. 2020,51,NA,NA,NA,46,1,NA,NA,NA,3,NA,NA,NA,NA,NA,Cohort,Chinese,2020/1/23,2020/1/29,2,58,NA
V1_145,Zhu et al. 2020,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,Chinese,2019/12/1,2020/2/15,7,NA,52
V1_147,Zhang et al. 2020,120,NA,NA,NA,110,90,NA,NA,NA,90,44,44,NA,24,18,Cohort,Chinese,2020/1/16,2020/2/3,NA,NA,57
V1_16,Yao et al. 2020,40,NA,NA,NA,35,21,3,NA,14,14,13,NA,2,7,7,Cohort,Chinese,2020/1/21,2020/2/21,NA,53.87,NA
V1_168,Qin et al. 2020,452,NA,NA,NA,423,152,189,22,98,212,232,NA,52,42,122,Cohort,Chinese,2020/1/10,2020/2/12,NA,NA,58
V1_173,Liu et al. 2020,56,NA,NA,NA,44,21,21,NA,NA,5,4,4,NA,NA,NA,Cohort,Chinese,2020/1/15,2020/2/18,NA,NA,57.5
V1_178,Chen et al. 2020,249,NA,NA,NA,217,91,NA,16,NA,39,19,NA,28,NA,8,Cohort,Chinese,2020/1/20,2020/2/6,NA,NA,51
V1_182,Bai et al. 2020,219,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,Chinese,2020/1/6,2020/2/20,205,44.8,NA
V1_2,Zhou et al. 2020,191,NA,NA,NA,180,151,44,NA,29,44,NA,NA,NA,NA,9,Cohort,Chinese,2019/12/29,2020/1/31,NA,NA,56
V1_206,Xu et al. 2020,90,NA,NA,NA,70,57,11,23,25,19,NA,NA,4,5,5,Cohort,Chinese,2020/1/23,2020/2/4,NA,NA,50
V1_207,Xie et al. 2020,9,NA,NA,NA,8,6,NA,NA,NA,4,NA,NA,NA,NA,1,Case Series,Chinese,NA,NA,NA,NA,33
V1_214,"Korea Centers, 2020",28,NA,NA,NA,NA,NA,NA,9,4,NA,NA,NA,3,NA,NA,Cohort,Chinese,2020/1/20,2020/2/14,NA,42.6,NA
V1_236,Tian et al. 2020,262,215,105,NA,215,120,NA,NA,NA,69,18,18,17,NA,NA,Cohort,Chinese,2020/1/20,2020/2/10,NA,NA,47.5
V1_26,PENG et al. 2020,112,NA,NA,NA,101,76,NA,NA,NA,NA,13,13,NA,NA,15,Cohort,Chinese,2020/1/20,2020/2/15,NA,NA,62
V1_281,Guan et al. 2020,7,7,3,1,7,3,2,1,3,3,NA,NA,2,NA,3,Case Series,Chinese,2020/1/22,2020/2/14,NA,50.37,NA
V1_3,Zhao et al. 2020,19,NA,NA,NA,15,9,NA,4,NA,2,NA,NA,2,NA,1,Case Control,Chinese,2020/1/23,2020/2/5,15,NA,48
V1_300,Qiu et al. 2020,8,5,2,NA,6,3,NA,2,NA,NA,NA,NA,1,NA,1,Case Series,Chinese,2020/2/2,2020/2/11,NA,26.142,NA
V1_304,Wu et al. 2020,40,NA,NA,NA,38,14,3,2,10,11,NA,NA,3,3,6,Cohort,Chinese,2020/1/21,2020/2/18,NA,NA,45
V1_336,Yang et al. 2020,149,NA,NA,NA,114,87,48,21,5,NA,2,2,13,2,11,Cohort,Chinese,2020/1/17,2020/2/10,NA,45.11,NA
V1_372,Chen et al. 2020,29,NA,NA,NA,28,21,21,NA,12,12,17,17,2,NA,4,Cohort,Chinese,2020/1/14,2020/1/29,NA,NA,56
V1_373,Song et al. 2020,51,48,28,10,49,24,10,3,NA,NA,NA,NA,8,3,5,Cohort,Chinese,2020/1/20,2020/1/27,NA,49,NA
V1_384,Huang et al. 2020,40,40,32,14,40,31,11,NA,NA,NA,22,22,3,NA,1,Cohort,Chinese,2019/12/16,2020/1/2,NA,NA,49
V1_388,Chung et al. 2020,21,NA,NA,NA,14,9,NA,NA,3,3,NA,NA,3,1,NA,Cohort,Chinese,2020/1/18,2020/1/27,NA,51,NA
V1_397,Dai et al. 2020,4,3,2,1,4,1,0,1,1,NA,NA,NA,1,NA,1,Case Series,Chinese,NA,NA,NA,52.5,NA
V1_405,Ruan et al. 2020,150,NA,NA,NA,127,110,54,NA,19,37,110,110,NA,NA,NA,Cohort,Chinese,NA,NA,NA,NA,58.5
V1_410,Liu et al. 2020,78,NA,NA,NA,57,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Chinese,2019/12/30,2020/1/15,NA,NA,38
V1_415,Zhao et al. 2020,101,NA,NA,NA,79,63,NA,12,NA,NA,1,1,NA,2,3,Cohort,Chinese,NA,NA,NA,44.44,43
V1_417,Zhang et al. 2020,14,NA,NA,NA,13,10,NA,NA,NA,NA,NA,NA,NA,NA,0,Cohort,Chinese,2020/1/27,2020/2/10,NA,NA,41
V1_419,Young et al. 2020,18,NA,NA,NA,13,15,NA,11,NA,NA,2,NA,NA,NA,3,Case Series,Singapore,2020/1/23,2020/2/3,NA,NA,47
V1_435,Cao et al. 2020,102,NA,NA,NA,83,50,NA,NA,35,56,NA,NA,NA,NA,11,Case Series,Chinese,2020/1/3,2020/2/1,NA,54,NA
V1_443,Wang et al. 2020,31,20,10,1,20,14,6,2,NA,3,0,0,NA,NA,3,Cohort,Chinese,2020/1/25,2020/2/21,NA,7.083333333,NA
V1_447,Li et al. 2020,83,NA,NA,NA,72,65,15,6,15,NA,9,9,9,NA,7,Cohort,Chinese,2020/1/1,2020/2/29,NA,45.5,NA
V1_468,Huang et al. 2020,34,NA,NA,NA,32,17,8,NA,NA,NA,5,5,2,NA,5,Cohort,Chinese,2019/12/21,2020/1/28,NA,56.24,NA
V1_471,Wu et al. 2020,80,NA,NA,NA,63,51,NA,11,18,NA,30,NA,13,1,1,Cohort,Chinese,2020/1/22,2020/2/14,NA,46.1,NA
V1_478,Guan et al. 2020,1081,NA,235,38,473,745,370,153,NA,NA,205,NA,150,NA,42,Cohort,Chinese,2019/12/11,2020/1/29,NA,NA,47
V1_484,Cai et al. 2020,10,8,7,1,8,6,NA,4,NA,NA,0,0,NA,NA,0,Case Series,Chinese,2020/1/19,2020/2/3,NA,6.167,NA
V1_511,Liu et al. 2020,32,NA,NA,NA,25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Chinese,2020/1/23,2020/2/8,NA,NA,38.5
V1_514,Li et al. 2020,31,NA,NA,NA,25,25,16,7,13,19,10,10,8,5,3,Case Control,Chinese,2020/1/1,2020/2/29,23,54,51.5
V1_534,Bernheim et al. 2020,121,NA,NA,NA,74,58,20,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Chinese,2020/1/18,2020/2/2,NA,45.3,NA
V1_535,Bai et al. 2020,6,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Case Series,Chinese,2020/1/26,2020/1/28,NA,NA,49.5
V1_567,Liu et al. 2020,12,NA,NA,NA,10,11,NA,NA,4,NA,NA,NA,0,NA,2,Case Series,Chinese,2020/1/11,2020/1/20,NA,53.67,NA
V1_570,Kui et al. 2020,137,84,55,20,84,66,6,NA,NA,NA,26,26,13,NA,11,Cohort,Chinese,2019/12/30,2020/1/24,NA,NA,57
V1_591,Ren et al. 2020,5,4,3,2,5,5,1,NA,3,3,4,4,1,NA,0,Case Series,Chinese,2019/12/18,2019/12/29,NA,53.6,NA
V1_597,Yang et al. 2020,52,NA,NA,NA,51,40,NA,NA,6,18,33,33,3,NA,NA,Cohort,Chinese,2019/12/24,2020/1/26,NA,59.7,NA
V1_598,Wu et al. 2020,80,61,23,3,61,58,11,9,13,NA,7,7,8,NA,7,Cohort,Chinese,2020/1/1,2020/2/29,NA,44,NA
V1_600,Shi et al. 2020,81,57,33,10,57,48,15,NA,NA,7,34,34,5,NA,3,Cohort,Chinese,2019/12/20,2020/1/23,NA,49.5,NA
V1_614,Bai et al. 2020,5,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,Case Series,Chinese,2020/1/22,2020/1/26,1,53.42,NA
V1_632,Wang et al. 2020,4,NA,NA,NA,4,3,NA,NA,NA,2,NA,NA,NA,NA,NA,Case Series,Chinese,2020/1/21,2020/1/24,NA,44.25,NA
V1_639,Wang et al. 2020,138,NA,NA,NA,136,82,37,24,48,96,43,43,9,14,14,Case Series,Chinese,2020/1/1,2020/1/28,NA,NA,56
V1_642,Feng et al. 2020,15,NA,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,Case Series,Chinese,2020/1/16,2020/2/6,NA,7.86,NA
V1_650,Xie et al. 2020,5,NA,NA,1,4,2,NA,NA,NA,1,1,1,NA,NA,NA,Case Series,Chinese,2020/1/16,2020/2/2,NA,48.4,NA
V1_653,Xu et al. 2020,62,48,26,8,48,50,35,NA,NA,NA,NA,NA,21,NA,3,Case Series,Chinese,2020/1/10,2020/1/26,NA,NA,41
V1_95,Xiong et al. 2020,42,35,30,14,36,27,NA,NA,NA,14,8,8,NA,NA,10,Cohort,Chinese,2020/1/11,2020/2/5,NA,49.5,NA
V1_98,Zhou et al. 2020,62,NA,NA,NA,54,28,28,NA,20,14,15,NA,NA,NA,NA,Cohort,Chinese,2020/1/16,2020/1/30,NA,52.8,NA
V2_100,Xu et al. 2020,10,7,6,2,7,5,NA,4,NA,NA,NA,NA,NA,NA,3,Case Series,Chinese,2020/1/22,2020/2/20,NA,7.543,NA
V2_112,Mo et al. 2020,155,NA,NA,NA,126,97,NA,NA,NA,60,52,2,8,3,7,Cohort,Chinese,2020/1/1,2020/2/5,NA,NA,54
V2_115,Cheng et al. 2020,11,NA,NA,NA,8,7,3,1,3,NA,1,NA,NA,NA,1,Case Control,Chinese,2020/1/19,2020/2/6,22,50.36,NA
V2_116,Xu et al. 2020,51,NA,16,NA,34,23,13,3,8,2,4,4,NA,NA,5,Cohort,Chinese,2020/1/23,2020/2/18,NA,NA,41.67
V2_117,Wang et al. 2020,69,NA,NA,NA,60,38,20,6,21,29,20,20,10,NA,10,Cohort,Chinese,2020/1/16,2020/1/29,NA,NA,42
V2_122,Sun et al. 2020,8,NA,NA,NA,6,6,4,NA,1,1,NA,NA,1,4,3,Case Series,Chinese,2020/1/24,2020/2/24,NA,6.81,NA
V2_123,Wang et al. 2020,55,7,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Chinese,2020/1/11,2020/2/29,NA,NA,49
V2_125,Zhang et al. 2020,4,NA,4,NA,4,4,3,1,3,1,2,NA,1,NA,NA,Case Series,Chinese,2020/1/21,2020/2/1,NA,52,NA
V2_128,Lin et al. 2020,92,62,NA,NA,62,41,NA,NA,NA,NA,6,6,NA,NA,NA,Cohort,Chinese,2020/1/20,2020/2/1,NA,NA,41.5
V2_230,Liu et al. 2020,73,NA,NA,NA,68,60,39,NA,NA,55,NA,NA,NA,NA,NA,Cohort,Chinese,2020/1/21,2020/2/3,NA,37.38,NA
V2_237,Liu et al. 2020,6,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Series,Chinese,2020/1/2,2020/1/8,NA,3.5,NA
V2_251,Han et al. 2020,108,NA,NA,NA,94,65,NA,14,12,42,NA,NA,14,NA,15,Cohort,Chinese,2020/1/4,2020/2/3,NA,45,NA
V2_268,Ki et al. 2020,28,NA,NA,NA,14,7,1,7,4,4,NA,NA,1,NA,NA,Case Series,Korea,2020/1/20,2020/2/10,NA,NA,42
V2_279,Cai et al. 2020,80,NA,NA,NA,59,22,NA,8,NA,NA,NA,NA,8,NA,1,Cohort,Chinese,2020/1/24,2020/2/24,NA,NA,47
V2_328,He et al. 2020,54,NA,NA,NA,28,14,NA,NA,8,NA,10,10,NA,NA,2,Cohort,Chinese,2020/2/3,2020/2/24,NA,NA,68
V2_340,Zhu et al. 2020,32,NA,NA,NA,27,21,5,NA,NA,NA,NA,NA,1,NA,1,Case Control,Chinese,2020/1/24,2020/2/20,84,NA,40
V2_346,Pung et al. 2020,17,NA,NA,NA,15,14,NA,8,5,NA,6,NA,NA,NA,4,Cohort,Singapore,NA,NA,NA,NA,40
V2_357,Cheng et al. 2020,615,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Chinese,2020/1/28,2020/2/11,NA,NA,63
V2_432,Liu et al. 2020,10,7,2,NA,7,8,4,4,NA,NA,NA,NA,3,3,NA,Case Series,Chinese,2020/1/22,2020/2/11,NA,NA,42
V2_494,Lu et al. 2020,171,71,55,16,71,83,NA,79,NA,13,NA,NA,NA,NA,15,Cohort,Chinese,2020/1/28,2020/2/26,NA,NA,6.7
V2_50,Chen et al. 2020,9,NA,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,2,Case Series,Chinese,NA,NA,NA,42.11,NA
V2_51,Cao et al. 2020,199,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Chinese,2020/1/18,2020/2/3,NA,NA,58
V2_523,Wang et al. 2020,90,NA,NA,NA,55,20,NA,7,4,22,NA,NA,4,NA,6,Cohort,Chinese,2020/1/16,2020/2/17,NA,45,NA
V2_529,Zhao et al. 2020,80,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Chinese,2020/1/1,2020/2/29,NA,44,NA
V2_72,Yuan et al. 2020,27,NA,NA,NA,21,16,NA,NA,3,NA,11,11,NA,NA,NA,Cohort,Chinese,2020/1/1,2020/1/25,NA,NA,60
V2_98,Arentz et al. 2020,21,NA,NA,NA,11,11,NA,NA,NA,NA,17,NA,NA,NA,NA,Cohort,USA,2020/2/20,2020/3/5,NA,70,NA
V3_1,Qiu et al. 2020,10,NA,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Series,Chinese,2020/2/4,2020/2/24,NA,65.7,NA
V3_1001,J. Y. Chu et al. 2020,54,NA,NA,NA,25,12,2,1,2,7,5,5,NA,1,2,Cohort,Chinese,2020/1/7,2020/2/11,16,NA,39
V3_1009,,5,NA,NA,NA,5,5,2,3,2,2,5,NA,2,NA,NA,Case Series,Chinese,NA,NA,NA,50.2,NA
V3_1030,Z. S. Hu et al. 2020,24,NA,NA,NA,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA,Case Series,Chinese,2020/1/28,2020/2/9,NA,NA,32.5
V3_1053,W. C. Li et al. 2020,5,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,Case Series,Chinese,2020/1/28,2020/2/8,NA,3.05,NA
V3_1119,F. N. Wang et al. 2020,60,NA,NA,NA,42,29,NA,NA,8,NA,19,NA,NA,NA,NA,Cohort,Chinese,2020/1/7,2020/2/14,NA,NA,60
V3_1120,L. H. Wang et al. 2020,339,NA,NA,NA,311,179,93,13,16,135,138,138,12,13,43,Cohort,Chinese,2020/1/1,2020/2/6,NA,71,69
V3_1133,Y. H. D. Xu et al. 2020,50,43,21,5,43,20,7,4,8,8,4,4,5,NA,NA,Cohort,Chinese,2020/1/1,2020/2/29,NA,43.9,NA
V3_1148,M. Q. W. Zhang et al. 2020,9,8,4,2,8,5,1,1,4,4,NA,NA,NA,NA,1,Case Series,Chinese,2020/1/18,2020/2/3,NA,35.22,NA
V3_1153,Y. Z. Zhou et al. 2020,17,NA,NA,NA,11,8,NA,NA,NA,3,2,2,NA,NA,NA,Cohort,Chinese,2020/1/28,2020/2/6,NA,41.85,NA
V3_126,Tolia et al. 2020,29,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,USA,2020/3/10,2020/3/19,NA,NA,NA
V3_137,Lo et al. 2020,10,NA,NA,NA,8,5,NA,5,3,NA,5,5,NA,5,8,Cohort,Chinese,2020/1/21,2020/2/16,NA,NA,54
V3_147,Huang et al. 2020,25,NA,NA,NA,21,18,5,2,3,10,NA,NA,NA,NA,NA,Cohort,Chinese,2020/1/22,2020/2/28,NA,46.9,NA
V3_220,Gou et al. 2020,91,NA,NA,NA,50,48,NA,NA,NA,26,NA,NA,NA,NA,NA,Cohort,Chinese,NA,NA,NA,NA,NA
V3_229,Escalera-Antezana et al. 2020,12,NA,NA,NA,9,9,NA,5,5,4,NA,NA,2,NA,2,Case Series,Bolivia,2020/3/2,2020/3/15,NA,NA,36.5
V3_246,Cao et al. 2020,102,NA,NA,NA,83,50,NA,NA,35,56,NA,NA,NA,NA,11,Cohort,Chinese,2020/1/3,2020/2/1,NA,NA,54
V3_247,Cai et al. 2020,298,NA,NA,NA,218,105,NA,2,NA,13,NA,NA,5,NA,9,Cohort,Chinese,2020/1/11,2020/2/6,NA,NA,47.5
V3_321,Jin et al. 2020,651,NA,NA,NA,545,435,227,99,71,119,27,NA,67,17,56,Cohort,Chinese,2020/1/17,2020/2/8,NA,45.615,NA
